temperature,humidity,soil_moisture,rain_detection,water_level,motor_status
32.0,68.0,29.0,0,33,1
29.0,77.0,31.0,0,45,1
25.0,65.0,27.0,0,47,1
35.0,73.0,41.0,0,45,0
30.0,78.0,59.0,0,53,0
22.0,77.0,29.0,0,53,1
31.0,46.0,55.0,0,64,0
20.0,51.0,43.0,0,26,0
40.0,42.0,11.0,0,54,1
23.0,84.0,69.0,1,87,0
35.0,58.0,59.0,0,55,0
22.0,81.0,28.0,1,94,1
31.0,92.0,67.0,0,74,0
35.0,90.0,52.0,0,51,0
32.0,81.0,53.0,0,79,0
20.0,47.0,55.0,0,65,0
28.0,74.0,47.0,0,73,0
34.0,68.0,59.0,0,78,0
23.0,60.0,40.0,0,40,0
22.0,60.0,40.0,0,38,0
26.0,65.0,22.0,0,41,1
39.0,53.0,45.0,0,61,0
34.0,91.0,13.0,0,53,1
40.0,43.0,53.0,0,68,0
29.0,51.0,51.0,0,78,0
37.0,69.0,27.0,0,33,1
30.0,77.0,70.0,0,63,0
29.0,45.0,15.0,0,39,1
31.0,50.0,21.0,0,37,1
22.0,70.0,65.0,0,61,0
23.0,63.0,68.0,0,78,0
32.0,56.0,17.0,0,40,1
29.0,56.0,69.0,0,69,0
35.0,47.0,32.0,0,48,1
32.0,51.0,70.0,0,65,0
20.0,92.0,31.0,1,90,0
31.0,82.0,40.0,0,46,0
21.0,47.0,58.0,0,62,0
31.0,53.0,43.0,0,21,0
23.0,64.0,45.0,0,79,0
20.0,58.0,63.0,0,74,0
36.0,43.0,54.0,0,57,0
27.0,53.0,44.0,0,39,0
32.0,94.0,31.0,0,40,1
21.0,74.0,70.0,0,77,0
31.25,51.29,24.14,0,20,0
25.0,66.0,62.0,0,51,0
29.0,85.0,22.0,1,77,0
27.0,82.0,33.0,0,52,0
23.0,48.0,38.0,0,41,0
33.0,59.0,27.0,0,48,1
22.0,57.0,62.0,0,68,0
23.0,53.0,50.0,0,58,0
24.0,44.0,60.0,0,70,0
33.0,89.0,24.0,0,21,0
22.0,92.0,37.0,1,80,0
36.0,69.0,30.0,0,32,1
28.0,91.0,16.0,1,71,0
35.0,66.0,31.0,0,46,0
20.0,42.0,27.0,0,44,1
26.0,54.0,33.0,0,36,0
23.0,73.0,39.0,0,44,0
23.0,73.0,70.0,0,55,0
23.0,73.0,61.0,0,65,0
35.0,61.0,46.0,0,57,0
38.0,76.0,48.0,0,70,0
22.0,91.0,38.0,1,81,0
35.0,75.0,42.0,0,39,0
23.0,65.0,49.0,0,58,0
38.0,46.0,40.0,0,37,0
28.0,91.0,18.0,1,89,0
36.0,78.0,54.0,1,80,0
26.0,55.0,65.0,0,71,0
22.0,80.0,14.0,1,91,0
27.0,63.0,65.0,0,73,0
28.0,69.0,62.0,0,60,0
29.0,79.0,55.0,0,73,0
34.0,45.0,61.0,0,58,0
37.0,76.0,28.0,0,34,1
30.0,55.0,68.0,0,69,0
33.0,67.0,55.0,0,74,0
36.0,60.0,18.0,0,42,1
21.0,59.0,59.0,0,55,0
39.0,51.0,52.0,0,78,0
25.09,53.46,18.28,0,23,0
21.0,51.0,31.0,0,39,1
38.0,93.0,51.0,0,53,0
20.0,47.0,64.0,0,72,0
29.0,42.0,45.0,0,55,0
39.0,68.0,31.0,0,40,1
32.0,41.0,37.0,0,45,0
20.0,80.0,52.0,1,88,0
22.0,50.0,12.0,0,47,1
37.0,51.0,17.0,0,27,0
27.0,93.0,42.0,1,77,0
37.0,41.0,63.0,0,77,0
31.0,66.0,50.0,0,74,0
24.0,63.0,58.0,0,68,0
38.0,40.0,65.0,0,78,0
25.0,68.0,34.0,0,36,0
35.0,42.0,51.0,0,73,0
20.0,52.0,46.0,0,69,0
21.0,53.0,22.0,0,48,1
32.0,54.0,62.0,0,61,0
29.0,48.0,22.0,0,54,1
22.0,53.0,26.0,0,23,0
39.0,80.0,42.0,0,37,0
21.0,61.0,20.0,0,32,0
32.0,62.0,59.0,0,77,0
24.0,49.0,15.0,0,43,1
23.61,46.03,11.12,0,35,1
36.0,62.0,63.0,0,53,0
36.0,61.0,47.0,0,52,0
37.0,51.0,40.0,0,36,0
20.0,46.0,66.0,0,61,0
23.0,59.0,13.0,0,41,1
35.0,52.0,48.0,0,50,0
21.0,47.0,39.0,0,46,0
30.0,79.0,15.0,1,95,0
31.0,44.0,43.0,0,35,0
40.0,89.0,57.0,0,79,0
25.0,43.0,45.0,0,53,0
31.0,84.0,66.0,0,70,0
35.0,57.0,60.0,0,61,0
27.0,78.0,58.0,0,70,0
24.17,67.18,31.79,0,21,0
23.0,91.0,20.0,1,95,0
20.0,41.0,28.0,0,33,1
29.0,67.0,23.0,0,23,0
25.0,68.0,26.0,0,40,1
38.0,82.0,30.0,0,38,0
31.0,90.0,46.0,0,66,0
23.0,86.0,55.0,1,94,0
23.0,79.0,61.0,0,63,0
29.53,69.79,25.66,0,28,0
26.0,71.0,67.0,0,69,0
32.0,69.0,43.0,0,49,0
37.0,67.0,44.0,0,50,0
38.0,44.0,38.0,0,39,0
31.0,91.0,45.0,0,52,0
22.0,88.0,44.0,1,85,0
20.0,72.0,49.0,0,59,0
30.0,64.0,29.0,0,35,1
39.0,93.0,27.0,0,37,1
31.0,50.0,11.0,0,37,1
22.0,87.0,39.0,1,96,0
21.0,55.0,50.0,0,62,0
39.0,45.0,17.0,0,48,1
27.0,60.0,24.0,0,41,1
20.0,90.0,20.0,1,83,0
30.0,84.0,16.0,0,25,0
21.0,51.0,31.0,0,36,0
22.0,93.0,35.0,1,87,0
23.0,65.0,34.0,0,49,0
24.0,92.0,68.0,1,79,0
23.0,92.0,49.0,1,72,0
31.0,92.0,30.0,0,36,0
40.0,81.0,45.0,0,51,0
21.0,67.0,55.0,0,60,0
38.0,78.0,44.0,0,27,0
27.0,58.0,64.0,0,72,0
34.0,85.0,65.0,0,74,0
40.0,80.0,51.0,0,71,0
36.0,43.0,38.0,0,34,0
32.0,58.0,38.0,0,22,0
20.0,83.0,45.0,1,80,0
38.0,86.0,47.0,0,76,0
27.0,44.0,30.0,0,33,0
37.0,53.0,67.0,0,50,0
25.0,91.0,24.0,1,93,0
30.0,56.0,41.0,0,23,0
32.0,51.0,53.0,0,77,0
31.0,59.0,45.0,0,58,0
22.0,51.0,37.0,0,49,0
30.0,54.0,30.0,0,31,1
36.0,73.0,15.0,0,33,1
26.0,65.0,56.0,0,56,0
32.0,80.0,47.0,0,70,0
20.0,53.0,25.0,0,30,0
36.0,79.0,42.0,0,48,0
28.0,64.0,57.0,0,62,0
38.0,77.0,45.0,0,56,0
36.0,42.0,25.0,0,33,1
32.0,91.0,69.0,0,78,0
34.0,46.0,24.0,0,39,1
38.0,87.0,54.0,0,53,0
36.0,41.0,12.0,0,30,0
39.0,73.0,58.0,0,77,0
32.0,47.0,66.0,0,72,0
38.0,73.0,19.0,0,44,1
39.0,52.0,65.0,0,69,0
20.0,47.0,54.0,0,72,0
20.0,47.0,38.0,0,22,0
27.0,89.0,34.0,1,87,0
27.0,71.0,38.0,0,26,0
37.0,90.0,18.0,0,32,0
34.0,51.0,66.0,0,74,0
39.0,77.0,36.0,0,42,0
30.0,56.0,59.0,0,70,0
22.0,56.0,50.0,0,51,0
28.0,54.0,11.0,0,30,0
34.0,54.0,64.0,0,56,0
23.0,88.0,23.0,1,87,0
21.0,74.0,46.0,0,54,0
37.0,74.0,12.0,0,49,1
35.0,66.0,65.0,0,77,0
38.0,62.0,18.0,0,49,1
39.0,60.0,27.0,0,49,1
21.0,75.0,27.0,0,24,0
39.0,69.0,23.0,0,42,1
29.0,85.0,37.0,1,75,0
24.0,46.0,25.0,0,42,1
24.0,74.0,67.0,0,74,0
26.0,80.0,46.0,1,83,0
32.0,49.0,11.0,0,27,0
40.0,86.0,22.0,0,31,0
40.0,87.0,17.0,0,51,1
40.0,60.0,62.0,0,65,0
23.0,56.0,30.0,0,35,1
39.0,68.0,29.0,0,40,1
31.0,60.0,37.0,0,27,0
37.0,67.0,16.0,0,28,0
27.0,40.0,63.0,0,66,0
20.0,43.0,31.0,0,21,0
29.0,77.0,56.0,0,74,0
28.0,46.0,32.0,0,43,1
25.0,60.0,29.0,0,22,0
39.0,62.0,31.0,0,23,0
22.0,83.0,22.0,1,82,0
39.0,46.0,36.0,0,34,0
39.0,48.0,32.0,0,48,0
22.0,94.0,35.0,1,88,0
30.0,73.0,19.0,0,29,0
31.0,60.0,45.0,0,57,0
24.0,47.0,43.0,0,35,0
35.0,55.0,67.0,0,57,0
34.0,82.0,57.0,0,72,0
35.0,67.0,57.0,0,52,0
25.0,40.0,64.0,0,73,0
27.0,63.0,24.0,0,30,0
22.0,72.0,68.0,0,54,0
23.0,75.0,64.0,0,50,0
22.0,88.0,48.0,1,96,0
26.0,87.0,19.0,1,93,0
36.0,76.0,34.0,0,31,0
20.0,50.0,12.0,0,39,1
40.0,47.0,30.0,0,30,1
28.0,59.0,69.0,0,69,0
35.0,54.0,51.0,0,53,0
20.0,82.0,61.0,1,70,0
40.0,58.0,13.0,0,32,0
39.0,52.0,53.0,0,59,0
23.0,64.0,29.0,0,53,0
34.0,40.0,53.0,0,52,0
36.0,50.0,29.0,0,35,1
29.0,68.0,19.0,0,31,0
24.0,80.0,61.0,1,88,0
25.0,85.0,13.0,1,75,0
20.0,52.0,61.0,0,75,0
23.0,51.0,68.0,0,75,0
34.0,40.0,33.0,0,31,0
30.0,87.0,60.0,1,96,0
32.0,59.0,12.0,0,39,1
23.0,70.0,27.0,0,35,1
30.0,54.0,33.0,0,25,0
38.0,51.0,11.0,0,36,1
38.0,44.0,38.0,0,24,0
22.0,69.0,38.0,0,41,0
38.0,88.0,22.0,0,32,0
21.0,50.0,10.0,0,32,0
25.0,78.0,65.0,0,63,0
20.0,91.0,12.0,1,87,0
27.63,48.38,23.34,0,28,0
37.0,43.0,49.0,0,76,0
24.95,84.18,27.37,1,92,0
27.0,64.0,49.0,0,73,0
31.0,89.0,13.0,0,39,1
22.0,66.0,38.0,0,51,0
33.0,63.0,17.0,0,48,1
26.0,82.0,13.0,1,74,0
22.0,53.0,11.0,0,48,1
32.0,90.0,14.0,0,39,1
22.0,48.0,69.0,0,61,0
22.0,73.0,32.0,0,49,0
34.0,91.0,13.0,0,41,1
24.0,89.0,51.0,1,97,0
28.0,58.0,39.0,0,24,0
33.0,48.0,55.0,0,50,0
32.0,91.0,69.0,0,78,0
26.0,75.0,25.0,0,33,0
36.0,59.0,16.0,0,30,0
37.0,40.0,23.0,0,21,0
37.0,65.0,24.0,0,38,1
20.0,83.0,45.0,0,51,0
36.0,75.0,26.0,0,33,1
25.0,90.0,54.0,1,77,0
38.0,57.0,46.0,0,79,0
37.0,53.0,47.0,0,57,0
35.0,93.0,62.0,0,61,0
23.0,74.0,69.0,0,65,0
34.0,52.0,22.0,0,32,1
35.0,68.0,58.0,0,65,0
29.0,73.0,36.0,0,40,0
39.0,79.0,47.0,0,60,0
35.0,58.0,55.0,0,68,0
20.0,40.0,26.0,0,46,1
20.0,57.0,53.0,0,61,0
36.0,69.0,23.0,0,24,0
35.0,57.0,64.0,0,75,0
39.0,74.0,19.0,0,53,1
27.0,60.0,22.0,0,24,0
28.0,54.0,30.0,0,54,0
29.5,79.25,41.86,0,24,0
25.0,75.0,54.0,0,53,0
27.0,63.0,20.0,0,38,1
21.0,56.0,36.0,0,48,0
31.0,92.0,19.0,0,42,1
28.0,88.0,16.0,1,78,0
32.0,65.0,23.0,0,41,1
26.0,91.0,17.0,1,82,0
38.0,82.0,47.0,1,89,0
39.0,91.0,64.0,0,65,0
40.0,92.0,11.0,0,23,0
38.0,86.0,35.0,0,26,0
22.0,69.0,38.0,0,41,0
27.37,66.77,19.95,0,20,0
36.0,48.0,61.0,0,51,0
28.72,42.45,19.61,0,42,1
30.0,91.0,12.0,1,91,0
24.0,72.0,66.0,0,54,0
32.0,59.0,26.0,0,42,1
26.0,69.0,55.0,0,54,0
30.0,51.0,53.0,0,53,0
28.0,94.0,66.0,1,97,0
36.0,93.0,32.0,0,26,0
27.0,85.0,33.0,1,77,0
24.0,93.0,26.0,1,83,0
22.0,63.0,26.0,0,24,0
40.0,53.0,69.0,0,64,0
39.0,77.0,29.0,0,37,1
34.0,62.0,32.0,0,37,0
23.0,64.0,33.0,0,31,0
20.0,64.0,56.0,0,53,0
30.0,49.0,39.0,0,37,0
33.0,86.0,61.0,0,79,0
20.0,43.0,60.0,0,61,0
24.0,67.0,50.0,0,54,0
23.0,86.0,52.0,1,70,0
26.0,61.0,21.0,0,43,1
35.0,74.0,56.0,0,76,0
27.0,56.0,39.0,0,28,0
29.0,71.0,51.0,0,75,0
39.0,86.0,13.0,0,40,1
35.0,67.0,31.0,0,37,0
23.0,43.0,27.0,0,46,1
31.0,80.0,12.0,1,99,0
33.0,81.0,63.0,0,56,0
39.0,92.0,62.0,0,70,0
40.0,90.0,68.0,0,56,0
21.0,66.0,16.0,0,22,0
23.0,45.0,50.0,0,71,0
32.0,46.0,64.0,0,66,0
21.8,47.91,36.28,0,48,0
26.0,63.0,42.0,0,46,0
35.0,91.0,25.0,0,25,0
36.0,45.0,28.0,0,47,1
35.0,74.0,26.0,0,28,0
23.0,64.0,69.0,0,63,0
25.0,57.0,61.0,0,65,0
20.0,89.0,47.0,1,76,0
28.0,71.0,20.0,0,27,0
32.0,52.0,27.0,0,22,0
26.0,94.0,43.0,1,75,0
35.0,84.0,64.0,1,78,0
29.0,88.0,39.0,1,89,0
39.0,64.0,13.0,0,29,0
31.0,88.0,26.0,0,29,0
40.0,88.0,52.0,0,66,0
22.0,94.0,45.0,1,86,0
33.0,47.0,60.0,0,52,0
32.0,51.0,19.0,0,20,0
24.29,47.18,15.53,0,29,0
22.0,77.0,29.0,0,21,0
22.0,93.0,16.0,1,80,0
34.0,85.0,17.0,0,29,0
35.0,65.0,27.0,0,25,0
35.0,48.0,36.0,0,43,0
20.0,72.0,28.0,0,22,0
31.0,53.0,15.0,0,20,0
33.0,41.0,70.0,0,68,0
23.0,49.0,19.0,0,43,1
40.0,45.0,11.0,0,25,0
26.59,44.51,20.81,0,39,1
23.0,61.0,22.0,0,26,0
26.0,89.0,39.0,1,96,0
37.0,82.0,35.0,0,31,0
28.0,69.0,26.0,0,39,1
30.0,48.0,56.0,0,50,0
35.0,68.0,36.0,0,37,0
30.0,67.0,66.0,0,74,0
20.0,78.0,30.0,0,20,0
27.0,46.0,65.0,0,61,0
24.0,64.0,12.0,0,20,0
26.0,46.0,17.0,0,45,1
27.0,49.0,67.0,0,59,0
35.0,44.0,62.0,0,71,0
20.0,87.0,28.0,1,90,0
35.0,60.0,59.0,0,57,0
34.0,72.0,11.0,0,35,0
21.0,64.0,59.0,0,78,0
21.0,41.0,35.0,0,32,0
36.0,47.0,45.0,0,55,0
38.0,73.0,19.0,0,44,1
20.0,49.0,26.0,0,36,1
24.0,87.0,22.0,1,79,0
29.0,58.0,37.0,0,36,0
30.0,88.0,45.0,1,86,0
30.0,43.0,43.0,0,48,0
40.0,90.0,70.0,0,69,0
25.0,74.0,24.0,0,48,1
32.0,91.0,70.0,0,64,0
27.0,62.0,40.0,0,34,0
26.0,66.0,63.0,0,66,0
39.0,57.0,43.0,0,42,0
29.0,52.0,21.0,0,40,1
30.0,59.0,57.0,0,58,0
35.0,53.0,12.0,0,36,1
29.66,84.99,36.24,1,97,0
30.0,77.0,23.0,0,38,1
31.0,81.0,39.0,0,26,0
33.0,92.0,57.0,0,54,0
38.0,81.0,46.0,0,65,0
34.0,89.0,14.0,0,30,0
22.0,77.0,13.0,0,43,1
26.0,48.0,61.0,0,61,0
37.0,52.0,54.0,0,73,0
35.0,72.0,54.0,0,50,0
38.0,40.0,21.0,0,23,0
27.0,41.0,51.0,0,58,0
33.0,49.0,56.0,0,77,0
25.0,60.0,18.0,0,32,1
22.0,92.0,68.0,1,95,0
25.0,60.0,41.0,0,54,0
30.0,89.0,34.0,1,99,0
28.0,72.0,69.0,0,66,0
30.0,62.0,57.0,0,71,0
30.0,44.0,38.0,0,29,0
36.0,58.0,53.0,0,76,0
28.0,44.0,32.0,0,20,0
39.0,64.0,22.0,0,20,0
34.0,90.0,24.0,0,24,0
39.0,57.0,34.0,0,22,0
26.0,46.0,56.0,0,56,0
26.0,54.0,35.0,0,20,0
37.0,84.0,44.0,0,49,0
29.0,55.0,25.0,0,50,1
26.0,49.0,53.0,0,66,0
37.0,41.0,18.0,0,36,1
30.0,61.0,68.0,0,61,0
38.0,93.0,17.0,0,28,0
20.0,93.0,13.0,1,80,0
24.7,82.29,22.48,1,91,0
26.0,60.0,39.0,0,34,0
34.0,70.0,63.0,0,65,0
35.0,74.0,29.0,0,22,1
21.0,70.0,66.0,0,63,0
37.0,77.0,64.0,0,77,0
22.1,82.26,39.63,1,74,0
26.0,77.0,53.0,0,68,0
24.0,73.0,16.0,0,47,1
34.0,57.0,70.0,0,74,0
24.83,78.69,10.22,0,49,1
29.0,81.0,49.0,0,73,0
22.0,59.0,67.0,0,66,0
36.0,91.0,24.0,0,20,0
23.0,51.0,20.0,0,22,0
35.0,85.0,56.0,0,63,0
34.0,62.0,55.0,0,60,0
29.0,51.0,51.0,0,78,0
36.0,87.0,56.0,0,72,0
20.0,87.0,11.0,1,98,0
35.0,94.0,11.0,0,41,1
26.0,66.0,38.0,0,39,0
34.0,84.0,15.0,0,23,0
25.0,42.0,62.0,0,72,0
28.0,42.0,30.0,0,45,0
31.0,65.0,42.0,0,45,0
29.0,56.0,64.0,0,79,0
21.0,69.0,45.0,0,70,0
30.0,83.0,23.0,1,82,0
24.0,80.0,36.0,1,97,0
28.0,93.0,35.0,1,86,0
33.0,47.0,17.0,0,46,1
39.0,47.0,52.0,0,65,0
36.0,42.0,28.0,0,20,1
20.0,40.0,37.0,0,39,0
38.0,87.0,17.0,0,32,1
24.1,56.16,38.47,0,47,0
25.0,63.0,27.0,0,42,1
24.0,76.0,70.0,0,77,0
27.0,89.0,44.0,1,98,0
35.0,46.0,36.0,0,33,0
37.0,81.0,69.0,0,69,0
36.0,63.0,13.0,0,31,1
21.0,51.0,42.0,0,43,0
26.0,50.0,48.0,0,78,0
21.0,63.0,49.0,0,78,0
27.0,62.0,38.0,0,24,0
21.0,68.0,13.0,0,20,0
38.0,85.0,63.0,0,79,0
31.0,56.0,23.0,0,33,0
38.0,74.0,21.0,0,49,1
21.86,56.32,32.56,0,28,0
24.0,55.0,10.0,0,38,1
30.0,78.0,59.0,0,53,0
23.0,77.0,13.0,0,24,0
27.0,65.0,58.0,0,57,0
40.0,88.0,49.0,0,50,0
35.0,81.0,63.0,0,63,0
27.0,52.0,47.0,0,67,0
28.0,48.0,33.0,0,24,0
34.0,92.0,13.0,0,41,1
27.0,64.0,48.0,0,64,0
24.0,77.0,39.0,0,46,0
27.0,85.0,23.0,1,84,0
23.0,91.0,13.0,1,89,0
21.0,58.0,37.0,0,42,0
23.0,45.0,69.0,0,68,0
28.0,58.0,15.0,0,21,0
24.0,75.0,41.0,0,21,0
30.0,58.0,17.0,0,27,0
25.0,80.0,17.0,1,80,0
23.79,74.39,16.2,0,36,1
21.0,77.0,65.0,0,71,0
34.0,47.0,47.0,0,67,0
36.0,83.0,10.0,0,22,0
20.0,43.0,13.0,0,45,1
40.0,78.0,54.0,1,87,0
37.0,88.0,41.0,0,51,0
36.0,78.0,54.0,0,50,0
23.0,72.0,22.0,0,39,1
33.0,88.0,65.0,0,70,0
23.0,60.0,50.0,0,71,0
30.0,79.0,46.0,0,51,0
21.0,82.0,68.0,1,82,0
29.0,42.0,68.0,0,61,0
33.0,91.0,41.0,0,25,0
30.0,49.0,18.0,0,33,0
22.0,58.0,32.0,0,28,0
38.0,77.0,36.0,0,32,0
24.0,59.0,61.0,0,58,0
39.0,47.0,16.0,0,25,0
36.0,67.0,37.0,0,41,0
28.0,64.0,50.0,0,71,0
25.0,76.0,46.0,0,74,0
28.0,71.0,13.0,0,24,0
32.0,55.0,17.0,0,36,1
36.0,84.0,11.0,0,44,1
37.0,43.0,26.0,0,37,1
22.0,46.0,45.0,0,52,0
24.0,68.0,12.0,0,34,1
24.0,40.0,18.0,0,36,1
37.0,67.0,70.0,0,72,0
24.0,84.0,62.0,0,73,0
30.0,54.0,19.0,0,42,1
23.0,79.0,61.0,0,71,0
26.0,75.0,39.0,0,42,0
37.0,51.0,51.0,0,60,0
32.0,78.0,51.0,0,75,0
35.0,81.0,45.0,0,62,0
24.87,83.06,44.91,1,77,0
20.0,55.0,46.0,0,52,0
21.0,78.0,50.0,0,54,0
34.0,91.0,47.0,0,73,0
35.0,90.0,42.0,0,22,0
26.0,42.0,39.0,0,54,0
35.0,46.0,59.0,0,69,0
31.0,62.0,22.0,0,28,0
23.66,64.81,11.77,0,42,1
27.0,82.0,65.0,0,65,0
38.0,45.0,49.0,0,71,0
31.0,73.0,56.0,0,66,0
21.0,88.0,33.0,1,82,0
23.0,92.0,59.0,1,87,0
39.0,48.0,63.0,0,64,0
35.0,80.0,27.0,0,41,1
21.0,40.0,60.0,0,77,0
23.0,56.0,30.0,0,33,0
28.0,52.0,48.0,0,57,0
23.0,81.0,45.0,1,84,0
28.0,57.0,59.0,0,78,0
28.0,41.0,43.0,0,22,0
34.0,59.0,14.0,0,26,0
37.0,82.0,44.0,0,53,0
30.0,79.0,16.0,0,23,0
32.0,70.0,11.0,0,26,0
24.0,50.0,68.0,0,51,0
37.0,58.0,32.0,0,37,1
20.0,80.0,22.0,1,99,0
30.0,93.0,57.0,1,76,0
30.0,43.0,46.0,0,55,0
33.0,64.0,26.0,0,48,1
37.0,71.0,65.0,0,70,0
31.0,88.0,65.0,0,52,0
27.0,94.0,14.0,1,81,0
34.0,77.0,26.0,0,31,0
28.0,79.0,67.0,1,91,0
37.0,91.0,45.0,0,50,0
37.0,52.0,25.0,0,28,0
28.0,77.0,38.0,0,39,0
31.0,69.0,29.0,0,22,0
22.0,88.0,48.0,1,88,0
21.0,80.0,23.0,1,73,0
38.0,92.0,61.0,0,68,0
30.0,72.0,33.0,0,21,0
28.41,83.25,10.26,1,97,0
35.0,46.0,45.0,0,67,0
23.0,87.0,56.0,1,89,0
36.0,60.0,60.0,0,67,0
29.0,82.0,66.0,0,64,0
34.0,64.0,11.0,0,29,0
27.0,54.0,27.0,0,48,1
31.0,63.0,56.0,0,57,0
35.0,52.0,36.0,0,28,0
22.0,52.0,12.0,0,45,1
22.0,51.0,50.0,0,70,0
23.0,74.0,61.0,0,55,0
38.0,40.0,14.0,0,41,1
31.0,86.0,49.0,0,56,0
36.0,41.0,28.0,0,38,1
26.4,63.79,30.19,0,28,0
31.0,64.0,58.0,0,76,0
29.0,61.0,30.0,0,46,0
32.0,60.0,50.0,0,59,0
27.0,85.0,63.0,1,97,0
23.0,78.0,17.0,0,51,1
31.0,87.0,59.0,0,62,0
27.0,46.0,36.0,0,20,0
26.0,81.0,56.0,0,55,0
33.0,71.0,64.0,0,54,0
35.0,63.0,28.0,0,27,1
31.0,62.0,30.0,0,45,1
24.0,95.0,16.0,1,76,0
31.0,86.0,68.0,0,58,0
39.0,61.0,56.0,0,69,0
36.0,93.0,63.0,0,59,0
39.0,63.0,64.0,0,74,0
35.0,54.0,52.0,0,67,0
23.0,79.0,13.0,0,22,0
29.0,69.0,34.0,0,26,0
29.0,56.0,64.0,0,79,0
35.0,64.0,66.0,0,55,0
28.57,88.82,36.86,1,87,0
39.0,63.0,34.0,0,32,0
24.0,94.0,70.0,1,99,0
35.0,57.0,32.0,0,40,0
30.0,65.0,35.0,0,33,0
37.0,76.0,57.0,0,63,0
38.0,83.0,49.0,0,56,0
27.0,62.0,38.0,0,24,0
29.0,70.0,24.0,0,26,0
36.0,66.0,15.0,0,29,0
32.0,54.0,63.0,0,54,0
37.0,59.0,21.0,0,42,1
26.0,58.0,40.0,0,39,0
25.0,56.0,59.0,0,54,0
28.0,57.0,31.0,0,21,1
27.0,49.0,28.0,0,22,0
38.0,78.0,64.0,0,64,0
35.0,53.0,39.0,0,48,0
34.0,78.0,37.0,0,20,0
27.0,63.0,25.0,0,39,1
38.0,71.0,10.0,0,43,1
24.0,92.0,59.0,1,88,0
34.0,54.0,54.0,0,75,0
32.0,47.0,47.0,0,78,0
35.0,61.0,50.0,0,60,0
31.0,46.0,17.0,0,28,0
37.0,77.0,13.0,0,29,0
36.0,78.0,49.0,0,52,0
29.0,59.0,50.0,0,64,0
23.0,43.0,70.0,0,67,0
23.0,40.0,16.0,0,49,1
24.0,55.0,26.0,0,25,0
29.0,65.0,67.0,0,71,0
26.0,65.0,22.0,0,27,0
33.34,81.44,28.49,0,42,1
34.0,75.0,54.0,0,73,0
37.0,53.0,59.0,0,77,0
24.0,55.0,46.0,0,61,0
32.0,52.0,64.0,0,72,0
27.0,63.0,17.0,0,38,1
28.0,49.0,45.0,0,76,0
27.0,59.0,35.0,0,46,0
33.0,67.0,14.0,0,34,1
20.0,95.0,60.0,1,77,0
21.99,83.57,16.99,1,72,0
26.0,77.0,30.0,0,27,0
32.0,60.0,28.0,0,40,1
21.0,41.0,14.0,0,42,1
32.0,52.0,58.0,0,53,0
21.0,88.0,15.0,1,83,0
20.0,79.0,41.0,1,76,0
24.51,57.92,34.02,0,28,0
24.0,42.0,69.0,0,56,0
25.0,66.0,45.0,0,64,0
26.0,47.0,69.0,0,57,0
29.0,71.0,26.0,0,33,1
38.0,78.0,13.0,0,48,1
28.0,59.0,19.0,0,24,0
27.85,74.01,12.58,0,49,1
35.0,52.0,29.0,0,24,0
39.0,65.0,36.0,0,44,0
30.0,70.0,26.0,0,20,0
29.0,93.0,26.0,1,93,0
34.0,50.0,43.0,0,26,0
25.0,47.0,51.0,0,73,0
20.0,74.0,41.0,0,32,0
23.0,55.0,39.0,0,31,0
28.82,41.8,13.92,0,27,0
31.0,41.0,68.0,0,77,0
21.0,79.0,32.0,0,28,0
23.0,87.0,61.0,1,89,0
32.0,77.0,54.0,0,72,0
29.0,52.0,43.0,0,40,0
34.33,57.64,43.08,0,41,0
40.0,47.0,53.0,0,69,0
38.0,64.0,31.0,0,36,0
29.0,67.0,66.0,0,67,0
33.0,41.0,36.0,0,30,0
26.0,48.0,63.0,0,70,0
28.0,61.0,35.0,0,31,0
38.0,58.0,11.0,0,34,0
29.0,93.0,14.0,1,73,0
35.0,54.0,51.0,0,63,0
34.0,41.0,38.0,0,32,0
34.09,40.83,33.9,0,26,0
21.0,40.0,19.0,0,40,1
24.0,68.0,44.0,0,46,0
33.0,49.0,44.0,0,44,0
33.0,83.0,39.0,0,36,0
22.0,57.0,34.0,0,30,0
30.0,46.0,58.0,0,71,0
28.0,56.0,69.0,0,63,0
35.0,41.0,39.0,0,49,0
40.0,41.0,35.0,0,50,0
32.0,45.0,26.0,0,38,1
28.0,53.0,22.0,0,40,1
36.0,82.0,66.0,1,92,0
25.0,72.0,39.0,0,33,0
34.0,69.0,46.0,0,78,0
33.0,68.0,44.0,0,35,0
21.0,82.0,70.0,1,96,0
35.0,89.0,43.0,0,33,0
34.0,71.0,70.0,0,75,0
35.0,87.0,60.0,0,74,0
27.0,50.0,16.0,0,45,1
33.0,55.0,45.0,0,73,0
39.0,52.0,50.0,0,52,0
38.0,85.0,20.0,0,21,0
37.0,71.0,12.0,0,22,0
31.0,90.0,48.0,0,59,0
25.0,41.0,29.0,0,47,1
35.0,93.0,31.0,0,47,0
23.0,56.0,58.0,0,61,0
35.0,70.0,19.0,0,38,1
37.0,73.0,31.0,0,30,0
32.0,40.0,10.0,0,34,1
40.0,72.0,21.0,0,41,1
22.0,54.0,38.0,0,51,0
24.0,56.0,35.0,0,41,0
39.0,92.0,39.0,0,22,0
37.0,90.0,28.0,0,40,0
25.0,76.0,66.0,0,59,0
39.0,50.0,66.0,0,74,0
30.0,84.0,34.0,1,80,0
